Compound,Date,Negative,Neutral,Positive,Tweets Ago
0.6879,Sat Feb 03 07:34:29 +0000 2018,0.105,0.563,0.333,163
0.0,Sat Feb 03 07:34:15 +0000 2018,0.0,1.0,0.0,164
-0.2732,Sat Feb 03 07:33:43 +0000 2018,0.084,0.875,0.042,165
-0.8402,Sat Feb 03 07:32:31 +0000 2018,0.303,0.697,0.0,166
0.0,Sat Feb 03 07:31:16 +0000 2018,0.0,1.0,0.0,167
-0.6588,Sat Feb 03 07:29:02 +0000 2018,0.252,0.748,0.0,168
0.0,Sat Feb 03 07:28:09 +0000 2018,0.0,1.0,0.0,169
-0.8402,Sat Feb 03 07:26:57 +0000 2018,0.357,0.643,0.0,170
-0.8402,Sat Feb 03 07:26:21 +0000 2018,0.303,0.697,0.0,171
-0.2732,Sat Feb 03 07:24:19 +0000 2018,0.084,0.875,0.042,172
0.4019,Sat Feb 03 07:23:32 +0000 2018,0.0,0.881,0.119,173
0.0,Sat Feb 03 07:21:20 +0000 2018,0.0,1.0,0.0,174
0.0,Sat Feb 03 07:21:14 +0000 2018,0.0,1.0,0.0,175
-0.5106,Sat Feb 03 07:21:11 +0000 2018,0.136,0.864,0.0,176
0.0,Sat Feb 03 07:21:09 +0000 2018,0.0,1.0,0.0,177
0.0,Sat Feb 03 07:20:45 +0000 2018,0.0,1.0,0.0,178
-0.5106,Sat Feb 03 07:20:38 +0000 2018,0.136,0.864,0.0,179
0.69,Sat Feb 03 07:20:33 +0000 2018,0.0,0.787,0.213,180
-0.8402,Sat Feb 03 07:18:22 +0000 2018,0.357,0.643,0.0,181
-0.8402,Sat Feb 03 07:18:18 +0000 2018,0.357,0.643,0.0,182
-0.8402,Sat Feb 03 07:17:30 +0000 2018,0.303,0.697,0.0,183
-0.8402,Sat Feb 03 07:17:26 +0000 2018,0.357,0.643,0.0,184
-0.5106,Sat Feb 03 07:16:04 +0000 2018,0.136,0.864,0.0,185
-0.5106,Sat Feb 03 07:15:54 +0000 2018,0.136,0.864,0.0,186
-0.8402,Sat Feb 03 07:14:50 +0000 2018,0.357,0.643,0.0,187
0.0,Sat Feb 03 07:14:45 +0000 2018,0.0,1.0,0.0,188
-0.5106,Sat Feb 03 07:14:25 +0000 2018,0.136,0.864,0.0,189
-0.8402,Sat Feb 03 07:14:25 +0000 2018,0.303,0.697,0.0,190
-0.8402,Sat Feb 03 07:14:10 +0000 2018,0.303,0.697,0.0,191
0.1867,Sat Feb 03 07:14:01 +0000 2018,0.0,0.93,0.07,192
