Compound,Date,Negative,Neutral,Positive,Tweets Ago
0.296,Sat Feb 03 09:10:49 +0000 2018,0.094,0.769,0.136,340
0.0,Sat Feb 03 09:10:36 +0000 2018,0.0,1.0,0.0,341
0.296,Sat Feb 03 09:09:41 +0000 2018,0.094,0.769,0.136,342
0.4199,Sat Feb 03 09:09:39 +0000 2018,0.0,0.642,0.358,343
0.7003,Sat Feb 03 09:09:35 +0000 2018,0.138,0.577,0.285,344
-0.5209,Sat Feb 03 09:09:32 +0000 2018,0.133,0.867,0.0,345
0.3182,Sat Feb 03 09:09:25 +0000 2018,0.0,0.753,0.247,346
-0.4767,Sat Feb 03 09:09:24 +0000 2018,0.129,0.871,0.0,347
0.296,Sat Feb 03 09:09:12 +0000 2018,0.094,0.769,0.136,348
-0.296,Sat Feb 03 09:09:07 +0000 2018,0.095,0.905,0.0,349
0.5719,Sat Feb 03 09:08:54 +0000 2018,0.0,0.778,0.222,350
0.2732,Sat Feb 03 09:08:50 +0000 2018,0.0,0.704,0.296,351
-0.6249,Sat Feb 03 09:08:41 +0000 2018,0.219,0.707,0.074,352
0.5093,Sat Feb 03 09:08:41 +0000 2018,0.0,0.798,0.202,353
0.2732,Sat Feb 03 09:08:16 +0000 2018,0.0,0.87,0.13,354
0.296,Sat Feb 03 09:08:14 +0000 2018,0.094,0.769,0.136,355
0.0,Sat Feb 03 09:08:14 +0000 2018,0.0,1.0,0.0,356
0.34,Sat Feb 03 09:08:08 +0000 2018,0.0,0.902,0.098,357
0.0,Sat Feb 03 09:08:07 +0000 2018,0.0,1.0,0.0,358
0.8356,Sat Feb 03 09:07:58 +0000 2018,0.0,0.529,0.471,359
0.296,Sat Feb 03 09:07:50 +0000 2018,0.094,0.769,0.136,360
-0.4466,Sat Feb 03 09:07:47 +0000 2018,0.134,0.866,0.0,361
-0.471,Sat Feb 03 09:07:30 +0000 2018,0.334,0.479,0.187,362
-0.2732,Sat Feb 03 09:07:19 +0000 2018,0.104,0.896,0.0,363
0.296,Sat Feb 03 09:06:57 +0000 2018,0.094,0.769,0.136,364
0.1779,Sat Feb 03 09:06:53 +0000 2018,0.088,0.793,0.119,365
0.0,Sat Feb 03 09:06:51 +0000 2018,0.0,1.0,0.0,366
0.5267,Sat Feb 03 09:06:47 +0000 2018,0.126,0.629,0.245,367
-0.1779,Sat Feb 03 09:06:46 +0000 2018,0.219,0.647,0.134,368
-0.3612,Sat Feb 03 09:06:44 +0000 2018,0.2,0.8,0.0,369
0.296,Sat Feb 03 09:06:38 +0000 2018,0.094,0.769,0.136,370
0.5267,Sat Feb 03 09:06:29 +0000 2018,0.126,0.629,0.245,371
0.296,Sat Feb 03 09:05:29 +0000 2018,0.094,0.769,0.136,372
0.0,Sat Feb 03 09:04:46 +0000 2018,0.0,1.0,0.0,373
-0.7269,Sat Feb 03 09:04:46 +0000 2018,0.276,0.724,0.0,374
-0.7351,Sat Feb 03 09:04:45 +0000 2018,0.246,0.754,0.0,375
0.296,Sat Feb 03 09:04:41 +0000 2018,0.094,0.769,0.136,376
0.0,Sat Feb 03 09:04:09 +0000 2018,0.0,1.0,0.0,377
0.296,Sat Feb 03 09:03:58 +0000 2018,0.094,0.769,0.136,378
-0.128,Sat Feb 03 09:03:21 +0000 2018,0.124,0.772,0.104,379
-0.296,Sat Feb 03 09:03:12 +0000 2018,0.095,0.905,0.0,380
0.0,Sat Feb 03 09:03:02 +0000 2018,0.0,1.0,0.0,381
0.296,Sat Feb 03 09:02:58 +0000 2018,0.094,0.769,0.136,382
-0.25,Sat Feb 03 09:02:41 +0000 2018,0.083,0.917,0.0,383
-0.128,Sat Feb 03 09:01:44 +0000 2018,0.124,0.772,0.104,384
-0.3612,Sat Feb 03 09:01:42 +0000 2018,0.226,0.774,0.0,385
0.8442,Sat Feb 03 09:01:27 +0000 2018,0.0,0.569,0.431,386
0.296,Sat Feb 03 09:01:20 +0000 2018,0.094,0.769,0.136,387
-0.4767,Sat Feb 03 09:01:05 +0000 2018,0.194,0.806,0.0,388
0.4404,Sat Feb 03 09:00:51 +0000 2018,0.0,0.828,0.172,389
-0.128,Sat Feb 03 09:00:47 +0000 2018,0.124,0.772,0.104,390
0.0,Sat Feb 03 09:00:25 +0000 2018,0.0,1.0,0.0,391
0.3818,Sat Feb 03 09:00:07 +0000 2018,0.0,0.833,0.167,392
-0.296,Sat Feb 03 09:00:04 +0000 2018,0.095,0.905,0.0,393
-0.4767,Sat Feb 03 08:59:50 +0000 2018,0.215,0.785,0.0,394
-0.34,Sat Feb 03 08:59:37 +0000 2018,0.13,0.87,0.0,395
0.8217,Sat Feb 03 08:58:35 +0000 2018,0.0,0.543,0.457,396
-0.296,Sat Feb 03 08:58:29 +0000 2018,0.095,0.905,0.0,397
0.0,Sat Feb 03 08:58:19 +0000 2018,0.0,1.0,0.0,398
0.6249,Sat Feb 03 08:58:08 +0000 2018,0.0,0.797,0.203,399
0.5574,Sat Feb 03 08:57:57 +0000 2018,0.0,0.816,0.184,400
-0.3818,Sat Feb 03 09:18:45 +0000 2018,0.178,0.822,0.0,401
-0.296,Sat Feb 03 09:18:39 +0000 2018,0.095,0.905,0.0,402
-0.5994,Sat Feb 03 09:18:21 +0000 2018,0.189,0.811,0.0,403
-0.296,Sat Feb 03 09:18:15 +0000 2018,0.355,0.645,0.0,404
-0.5267,Sat Feb 03 09:18:05 +0000 2018,0.173,0.827,0.0,405
-0.5267,Sat Feb 03 09:17:42 +0000 2018,0.175,0.825,0.0,406
-0.3182,Sat Feb 03 09:17:38 +0000 2018,0.119,0.881,0.0,407
0.0516,Sat Feb 03 09:17:37 +0000 2018,0.151,0.69,0.159,408
0.0,Sat Feb 03 09:16:45 +0000 2018,0.0,1.0,0.0,409
0.4574,Sat Feb 03 09:16:38 +0000 2018,0.0,0.813,0.187,410
0.3612,Sat Feb 03 09:16:02 +0000 2018,0.0,0.884,0.116,411
-0.3182,Sat Feb 03 09:15:55 +0000 2018,0.113,0.887,0.0,412
0.8591,Sat Feb 03 09:15:45 +0000 2018,0.099,0.546,0.355,413
-0.2263,Sat Feb 03 09:15:08 +0000 2018,0.163,0.707,0.131,414
0.8591,Sat Feb 03 09:14:58 +0000 2018,0.099,0.546,0.355,415
-0.6249,Sat Feb 03 09:14:46 +0000 2018,0.219,0.707,0.074,416
-0.5994,Sat Feb 03 09:14:40 +0000 2018,0.353,0.647,0.0,417
0.296,Sat Feb 03 09:14:04 +0000 2018,0.0,0.864,0.136,418
0.296,Sat Feb 03 09:13:55 +0000 2018,0.094,0.769,0.136,419
0.624,Sat Feb 03 09:13:53 +0000 2018,0.0,0.702,0.298,420
0.0,Sat Feb 03 09:13:22 +0000 2018,0.0,1.0,0.0,421
0.8591,Sat Feb 03 09:13:19 +0000 2018,0.099,0.546,0.355,422
-0.128,Sat Feb 03 09:13:12 +0000 2018,0.124,0.772,0.104,423
0.296,Sat Feb 03 09:12:58 +0000 2018,0.094,0.769,0.136,424
0.8442,Sat Feb 03 09:12:52 +0000 2018,0.0,0.569,0.431,425
0.0,Sat Feb 03 09:12:50 +0000 2018,0.0,1.0,0.0,426
-0.8828,Sat Feb 03 09:12:46 +0000 2018,0.399,0.601,0.0,427
0.0,Sat Feb 03 09:12:18 +0000 2018,0.0,1.0,0.0,428
0.0,Sat Feb 03 09:12:17 +0000 2018,0.0,1.0,0.0,429
-0.296,Sat Feb 03 09:12:05 +0000 2018,0.095,0.905,0.0,430
0.0,Sat Feb 03 09:12:05 +0000 2018,0.0,1.0,0.0,431
0.0,Sat Feb 03 09:12:01 +0000 2018,0.0,1.0,0.0,432
0.296,Sat Feb 03 09:11:56 +0000 2018,0.0,0.855,0.145,433
-0.4023,Sat Feb 03 09:11:47 +0000 2018,0.109,0.891,0.0,434
0.5267,Sat Feb 03 09:11:35 +0000 2018,0.126,0.629,0.245,435
-0.4939,Sat Feb 03 09:11:27 +0000 2018,0.237,0.645,0.118,436
0.2411,Sat Feb 03 09:11:03 +0000 2018,0.127,0.634,0.238,437
0.2411,Sat Feb 03 09:11:03 +0000 2018,0.127,0.634,0.238,438
-0.1027,Sat Feb 03 09:10:50 +0000 2018,0.062,0.938,0.0,439
0.296,Sat Feb 03 09:10:49 +0000 2018,0.094,0.769,0.136,440
0.0,Sat Feb 03 09:10:36 +0000 2018,0.0,1.0,0.0,441
0.296,Sat Feb 03 09:09:41 +0000 2018,0.094,0.769,0.136,442
0.4199,Sat Feb 03 09:09:39 +0000 2018,0.0,0.642,0.358,443
0.7003,Sat Feb 03 09:09:35 +0000 2018,0.138,0.577,0.285,444
-0.5209,Sat Feb 03 09:09:32 +0000 2018,0.133,0.867,0.0,445
0.3182,Sat Feb 03 09:09:25 +0000 2018,0.0,0.753,0.247,446
-0.4767,Sat Feb 03 09:09:24 +0000 2018,0.129,0.871,0.0,447
0.296,Sat Feb 03 09:09:12 +0000 2018,0.094,0.769,0.136,448
-0.296,Sat Feb 03 09:09:07 +0000 2018,0.095,0.905,0.0,449
0.5719,Sat Feb 03 09:08:54 +0000 2018,0.0,0.778,0.222,450
0.2732,Sat Feb 03 09:08:50 +0000 2018,0.0,0.704,0.296,451
-0.6249,Sat Feb 03 09:08:41 +0000 2018,0.219,0.707,0.074,452
0.5093,Sat Feb 03 09:08:41 +0000 2018,0.0,0.798,0.202,453
0.2732,Sat Feb 03 09:08:16 +0000 2018,0.0,0.87,0.13,454
0.296,Sat Feb 03 09:08:14 +0000 2018,0.094,0.769,0.136,455
0.0,Sat Feb 03 09:08:14 +0000 2018,0.0,1.0,0.0,456
0.34,Sat Feb 03 09:08:08 +0000 2018,0.0,0.902,0.098,457
0.0,Sat Feb 03 09:08:07 +0000 2018,0.0,1.0,0.0,458
0.8356,Sat Feb 03 09:07:58 +0000 2018,0.0,0.529,0.471,459
0.296,Sat Feb 03 09:07:50 +0000 2018,0.094,0.769,0.136,460
-0.4466,Sat Feb 03 09:07:47 +0000 2018,0.134,0.866,0.0,461
-0.471,Sat Feb 03 09:07:30 +0000 2018,0.334,0.479,0.187,462
-0.2732,Sat Feb 03 09:07:19 +0000 2018,0.104,0.896,0.0,463
0.296,Sat Feb 03 09:06:57 +0000 2018,0.094,0.769,0.136,464
0.1779,Sat Feb 03 09:06:53 +0000 2018,0.088,0.793,0.119,465
0.0,Sat Feb 03 09:06:51 +0000 2018,0.0,1.0,0.0,466
0.5267,Sat Feb 03 09:06:47 +0000 2018,0.126,0.629,0.245,467
-0.1779,Sat Feb 03 09:06:46 +0000 2018,0.219,0.647,0.134,468
-0.3612,Sat Feb 03 09:06:44 +0000 2018,0.2,0.8,0.0,469
0.296,Sat Feb 03 09:06:38 +0000 2018,0.094,0.769,0.136,470
0.5267,Sat Feb 03 09:06:29 +0000 2018,0.126,0.629,0.245,471
0.296,Sat Feb 03 09:05:29 +0000 2018,0.094,0.769,0.136,472
0.0,Sat Feb 03 09:04:46 +0000 2018,0.0,1.0,0.0,473
-0.7269,Sat Feb 03 09:04:46 +0000 2018,0.276,0.724,0.0,474
-0.7351,Sat Feb 03 09:04:45 +0000 2018,0.246,0.754,0.0,475
0.296,Sat Feb 03 09:04:41 +0000 2018,0.094,0.769,0.136,476
0.0,Sat Feb 03 09:04:09 +0000 2018,0.0,1.0,0.0,477
0.296,Sat Feb 03 09:03:58 +0000 2018,0.094,0.769,0.136,478
-0.128,Sat Feb 03 09:03:21 +0000 2018,0.124,0.772,0.104,479
-0.296,Sat Feb 03 09:03:12 +0000 2018,0.095,0.905,0.0,480
0.0,Sat Feb 03 09:03:02 +0000 2018,0.0,1.0,0.0,481
0.296,Sat Feb 03 09:02:58 +0000 2018,0.094,0.769,0.136,482
-0.25,Sat Feb 03 09:02:41 +0000 2018,0.083,0.917,0.0,483
-0.128,Sat Feb 03 09:01:44 +0000 2018,0.124,0.772,0.104,484
-0.3612,Sat Feb 03 09:01:42 +0000 2018,0.226,0.774,0.0,485
0.8442,Sat Feb 03 09:01:27 +0000 2018,0.0,0.569,0.431,486
0.296,Sat Feb 03 09:01:20 +0000 2018,0.094,0.769,0.136,487
-0.4767,Sat Feb 03 09:01:05 +0000 2018,0.194,0.806,0.0,488
0.4404,Sat Feb 03 09:00:51 +0000 2018,0.0,0.828,0.172,489
-0.128,Sat Feb 03 09:00:47 +0000 2018,0.124,0.772,0.104,490
0.0,Sat Feb 03 09:00:25 +0000 2018,0.0,1.0,0.0,491
0.3818,Sat Feb 03 09:00:07 +0000 2018,0.0,0.833,0.167,492
-0.296,Sat Feb 03 09:00:04 +0000 2018,0.095,0.905,0.0,493
-0.4767,Sat Feb 03 08:59:50 +0000 2018,0.215,0.785,0.0,494
-0.34,Sat Feb 03 08:59:37 +0000 2018,0.13,0.87,0.0,495
0.8217,Sat Feb 03 08:58:35 +0000 2018,0.0,0.543,0.457,496
-0.296,Sat Feb 03 08:58:29 +0000 2018,0.095,0.905,0.0,497
0.0,Sat Feb 03 08:58:19 +0000 2018,0.0,1.0,0.0,498
0.6249,Sat Feb 03 08:58:08 +0000 2018,0.0,0.797,0.203,499
0.5574,Sat Feb 03 08:57:57 +0000 2018,0.0,0.816,0.184,500
