Compound,Date,Negative,Neutral,Positive,Tweets Ago
0.0,Sat Feb 03 08:57:11 +0000 2018,0.0,1.0,0.0,277
0.5994,Sat Feb 03 08:57:09 +0000 2018,0.0,0.782,0.218,278
0.0,Sat Feb 03 08:57:09 +0000 2018,0.0,1.0,0.0,279
0.8582,Sat Feb 03 08:57:08 +0000 2018,0.0,0.613,0.387,280
0.0,Sat Feb 03 08:57:04 +0000 2018,0.0,1.0,0.0,281
-0.3802,Sat Feb 03 08:57:04 +0000 2018,0.12,0.88,0.0,282
0.2263,Sat Feb 03 08:57:03 +0000 2018,0.0,0.913,0.087,283
0.0,Sat Feb 03 08:57:03 +0000 2018,0.0,1.0,0.0,284
0.0,Sat Feb 03 08:57:02 +0000 2018,0.0,1.0,0.0,285
0.0,Sat Feb 03 08:57:01 +0000 2018,0.0,1.0,0.0,286
0.0,Sat Feb 03 08:57:01 +0000 2018,0.0,1.0,0.0,287
0.4404,Sat Feb 03 08:57:01 +0000 2018,0.0,0.805,0.195,288
0.0,Sat Feb 03 08:56:57 +0000 2018,0.0,1.0,0.0,289
0.0,Sat Feb 03 08:56:57 +0000 2018,0.0,1.0,0.0,290
0.3818,Sat Feb 03 08:56:55 +0000 2018,0.0,0.874,0.126,291
0.0,Sat Feb 03 08:56:55 +0000 2018,0.0,1.0,0.0,292
0.0,Sat Feb 03 08:56:55 +0000 2018,0.0,1.0,0.0,293
-0.5719,Sat Feb 03 08:56:48 +0000 2018,0.198,0.802,0.0,294
0.0,Sat Feb 03 08:56:48 +0000 2018,0.0,1.0,0.0,295
0.0772,Sat Feb 03 08:56:48 +0000 2018,0.086,0.816,0.098,296
-0.296,Sat Feb 03 08:56:47 +0000 2018,0.095,0.905,0.0,297
0.0,Sat Feb 03 08:56:47 +0000 2018,0.0,1.0,0.0,298
-0.0516,Sat Feb 03 08:56:46 +0000 2018,0.148,0.714,0.138,299
-0.7555,Sat Feb 03 08:56:46 +0000 2018,0.276,0.724,0.0,300
0.0,Sat Feb 03 08:58:55 +0000 2018,0.0,1.0,0.0,301
0.0,Sat Feb 03 08:58:55 +0000 2018,0.0,1.0,0.0,302
-0.3818,Sat Feb 03 08:58:53 +0000 2018,0.191,0.809,0.0,303
-0.296,Sat Feb 03 08:58:52 +0000 2018,0.297,0.521,0.182,304
0.0,Sat Feb 03 08:58:52 +0000 2018,0.0,1.0,0.0,305
0.0,Sat Feb 03 08:58:48 +0000 2018,0.0,1.0,0.0,306
0.0,Sat Feb 03 08:58:46 +0000 2018,0.0,1.0,0.0,307
0.0,Sat Feb 03 08:58:39 +0000 2018,0.0,1.0,0.0,308
0.0,Sat Feb 03 08:58:36 +0000 2018,0.0,1.0,0.0,309
-0.6488,Sat Feb 03 08:58:35 +0000 2018,0.202,0.798,0.0,310
-0.6671,Sat Feb 03 08:58:35 +0000 2018,0.199,0.801,0.0,311
-0.5255,Sat Feb 03 08:58:35 +0000 2018,0.404,0.596,0.0,312
-0.34,Sat Feb 03 08:58:35 +0000 2018,0.124,0.876,0.0,313
-0.4767,Sat Feb 03 08:58:34 +0000 2018,0.341,0.659,0.0,314
0.0,Sat Feb 03 08:58:29 +0000 2018,0.0,1.0,0.0,315
-0.5719,Sat Feb 03 08:58:29 +0000 2018,0.198,0.802,0.0,316
0.7783,Sat Feb 03 08:58:27 +0000 2018,0.0,0.673,0.327,317
0.6361,Sat Feb 03 08:58:27 +0000 2018,0.172,0.487,0.341,318
0.0,Sat Feb 03 08:58:26 +0000 2018,0.0,1.0,0.0,319
