Compound,Date,Negative,Neutral,Positive,Tweets Ago
-0.3818,Sat Feb 03 08:51:55 +0000 2018,0.098,0.902,0.0,287
-0.5994,Sat Feb 03 08:51:51 +0000 2018,0.214,0.786,0.0,288
-0.296,Sat Feb 03 08:51:48 +0000 2018,0.078,0.922,0.0,289
-0.5267,Sat Feb 03 08:51:47 +0000 2018,0.12,0.88,0.0,290
0.0,Sat Feb 03 08:51:36 +0000 2018,0.0,1.0,0.0,291
0.0516,Sat Feb 03 08:51:36 +0000 2018,0.239,0.507,0.254,292
0.0,Sat Feb 03 08:51:33 +0000 2018,0.0,1.0,0.0,293
0.0,Sat Feb 03 08:51:28 +0000 2018,0.0,1.0,0.0,294
0.0,Sat Feb 03 08:51:27 +0000 2018,0.0,1.0,0.0,295
-0.296,Sat Feb 03 08:51:26 +0000 2018,0.084,0.916,0.0,296
-0.7783,Sat Feb 03 08:51:15 +0000 2018,0.312,0.688,0.0,297
0.3535,Sat Feb 03 08:51:12 +0000 2018,0.0,0.817,0.183,298
0.6597,Sat Feb 03 08:51:09 +0000 2018,0.0,0.803,0.197,299
0.0,Sat Feb 03 08:51:03 +0000 2018,0.0,1.0,0.0,300
0.0772,Sat Feb 03 08:59:25 +0000 2018,0.0,0.915,0.085,301
0.0,Sat Feb 03 08:59:16 +0000 2018,0.0,1.0,0.0,302
0.0,Sat Feb 03 08:59:10 +0000 2018,0.0,1.0,0.0,303
0.0,Sat Feb 03 08:59:01 +0000 2018,0.0,1.0,0.0,304
0.0,Sat Feb 03 08:59:00 +0000 2018,0.0,1.0,0.0,305
0.8481,Sat Feb 03 08:58:52 +0000 2018,0.0,0.494,0.506,306
0.128,Sat Feb 03 08:58:52 +0000 2018,0.119,0.734,0.147,307
-0.8176,Sat Feb 03 08:58:40 +0000 2018,0.405,0.595,0.0,308
0.0,Sat Feb 03 08:58:21 +0000 2018,0.0,1.0,0.0,309
0.128,Sat Feb 03 08:58:17 +0000 2018,0.0,0.889,0.111,310
-0.6369,Sat Feb 03 08:58:14 +0000 2018,0.231,0.769,0.0,311
0.0,Sat Feb 03 08:58:11 +0000 2018,0.0,1.0,0.0,312
0.5106,Sat Feb 03 08:58:07 +0000 2018,0.0,0.87,0.13,313
0.7677,Sat Feb 03 08:58:06 +0000 2018,0.0,0.816,0.184,314
0.0,Sat Feb 03 08:58:03 +0000 2018,0.0,1.0,0.0,315
0.5859,Sat Feb 03 08:58:00 +0000 2018,0.0,0.853,0.147,316
0.6249,Sat Feb 03 08:58:00 +0000 2018,0.0,0.805,0.195,317
-0.3818,Sat Feb 03 08:57:40 +0000 2018,0.098,0.902,0.0,318
0.5859,Sat Feb 03 08:57:31 +0000 2018,0.0,0.853,0.147,319
0.0,Sat Feb 03 08:57:22 +0000 2018,0.0,1.0,0.0,320
-0.5574,Sat Feb 03 08:57:14 +0000 2018,0.184,0.816,0.0,321
0.0,Sat Feb 03 08:57:12 +0000 2018,0.0,1.0,0.0,322
0.0,Sat Feb 03 08:57:07 +0000 2018,0.0,1.0,0.0,323
-0.296,Sat Feb 03 08:56:53 +0000 2018,0.128,0.872,0.0,324
-0.5574,Sat Feb 03 08:56:38 +0000 2018,0.159,0.841,0.0,325
0.0772,Sat Feb 03 08:56:38 +0000 2018,0.0,0.915,0.085,326
-0.3818,Sat Feb 03 08:56:22 +0000 2018,0.098,0.902,0.0,327
-0.296,Sat Feb 03 08:56:16 +0000 2018,0.078,0.922,0.0,328
-0.3612,Sat Feb 03 08:56:03 +0000 2018,0.213,0.627,0.16,329
-0.8155,Sat Feb 03 08:56:01 +0000 2018,0.332,0.668,0.0,330
0.0,Sat Feb 03 08:56:00 +0000 2018,0.0,1.0,0.0,331
0.0,Sat Feb 03 08:55:58 +0000 2018,0.0,1.0,0.0,332
0.0,Sat Feb 03 08:55:57 +0000 2018,0.0,1.0,0.0,333
-0.2732,Sat Feb 03 08:55:50 +0000 2018,0.259,0.741,0.0,334
0.4404,Sat Feb 03 08:55:45 +0000 2018,0.0,0.805,0.195,335
-0.4404,Sat Feb 03 08:55:43 +0000 2018,0.209,0.791,0.0,336
0.636,Sat Feb 03 08:55:39 +0000 2018,0.0,0.417,0.583,337
