Compound,Date,Negative,Neutral,Positive,Tweets Ago
0.0258,Sat Feb 03 08:55:35 +0000 2018,0.127,0.742,0.131,338
-0.6908,Sat Feb 03 08:55:29 +0000 2018,0.235,0.684,0.081,339
0.0,Sat Feb 03 08:55:20 +0000 2018,0.0,1.0,0.0,340
-0.296,Sat Feb 03 08:55:17 +0000 2018,0.078,0.922,0.0,341
0.0,Sat Feb 03 08:55:17 +0000 2018,0.0,1.0,0.0,342
0.0,Sat Feb 03 08:55:15 +0000 2018,0.0,1.0,0.0,343
0.0,Sat Feb 03 08:55:10 +0000 2018,0.0,1.0,0.0,344
0.0,Sat Feb 03 08:55:08 +0000 2018,0.0,1.0,0.0,345
0.0,Sat Feb 03 08:54:56 +0000 2018,0.0,1.0,0.0,346
0.4939,Sat Feb 03 08:54:34 +0000 2018,0.0,0.652,0.348,347
0.3818,Sat Feb 03 08:54:23 +0000 2018,0.0,0.89,0.11,348
-0.6369,Sat Feb 03 08:54:23 +0000 2018,0.372,0.479,0.149,349
-0.7003,Sat Feb 03 08:54:21 +0000 2018,0.225,0.775,0.0,350
0.0,Sat Feb 03 08:54:21 +0000 2018,0.0,1.0,0.0,351
-0.1779,Sat Feb 03 08:54:21 +0000 2018,0.257,0.585,0.158,352
0.228,Sat Feb 03 08:54:15 +0000 2018,0.158,0.594,0.248,353
-0.296,Sat Feb 03 08:54:09 +0000 2018,0.084,0.916,0.0,354
0.0,Sat Feb 03 08:54:08 +0000 2018,0.0,1.0,0.0,355
0.4019,Sat Feb 03 08:54:02 +0000 2018,0.0,0.856,0.144,356
0.0,Sat Feb 03 08:53:58 +0000 2018,0.0,1.0,0.0,357
0.6696,Sat Feb 03 08:53:52 +0000 2018,0.0,0.728,0.272,358
-0.5267,Sat Feb 03 08:53:51 +0000 2018,0.278,0.722,0.0,359
0.4404,Sat Feb 03 08:53:44 +0000 2018,0.0,0.879,0.121,360
0.0,Sat Feb 03 08:53:41 +0000 2018,0.0,1.0,0.0,361
-0.6115,Sat Feb 03 08:53:34 +0000 2018,0.166,0.834,0.0,362
0.1311,Sat Feb 03 08:53:32 +0000 2018,0.114,0.756,0.13,363
-0.3818,Sat Feb 03 08:53:27 +0000 2018,0.098,0.902,0.0,364
-0.8316,Sat Feb 03 08:53:20 +0000 2018,0.468,0.532,0.0,365
0.25,Sat Feb 03 08:53:18 +0000 2018,0.0,0.9,0.1,366
0.0,Sat Feb 03 08:53:14 +0000 2018,0.0,1.0,0.0,367
0.6597,Sat Feb 03 08:53:13 +0000 2018,0.0,0.803,0.197,368
0.2023,Sat Feb 03 08:53:13 +0000 2018,0.0,0.913,0.087,369
0.0,Sat Feb 03 08:53:09 +0000 2018,0.0,1.0,0.0,370
0.0,Sat Feb 03 08:53:04 +0000 2018,0.0,1.0,0.0,371
-0.296,Sat Feb 03 08:53:01 +0000 2018,0.078,0.922,0.0,372
0.0,Sat Feb 03 08:52:51 +0000 2018,0.0,1.0,0.0,373
-0.6249,Sat Feb 03 08:52:51 +0000 2018,0.317,0.683,0.0,374
0.0,Sat Feb 03 08:52:49 +0000 2018,0.0,1.0,0.0,375
0.0,Sat Feb 03 08:52:46 +0000 2018,0.0,1.0,0.0,376
0.0772,Sat Feb 03 08:52:43 +0000 2018,0.0,0.915,0.085,377
-0.5994,Sat Feb 03 08:52:43 +0000 2018,0.214,0.786,0.0,378
-0.5994,Sat Feb 03 08:52:42 +0000 2018,0.214,0.786,0.0,379
-0.5574,Sat Feb 03 08:52:28 +0000 2018,0.159,0.841,0.0,380
-0.5574,Sat Feb 03 08:52:23 +0000 2018,0.184,0.816,0.0,381
0.0,Sat Feb 03 08:52:17 +0000 2018,0.0,1.0,0.0,382
0.0,Sat Feb 03 08:52:15 +0000 2018,0.0,1.0,0.0,383
0.0,Sat Feb 03 08:52:07 +0000 2018,0.0,1.0,0.0,384
-0.4767,Sat Feb 03 08:52:06 +0000 2018,0.147,0.853,0.0,385
0.0,Sat Feb 03 08:52:02 +0000 2018,0.0,1.0,0.0,386
-0.3818,Sat Feb 03 08:51:55 +0000 2018,0.098,0.902,0.0,387
-0.5994,Sat Feb 03 08:51:51 +0000 2018,0.214,0.786,0.0,388
-0.296,Sat Feb 03 08:51:48 +0000 2018,0.078,0.922,0.0,389
-0.5267,Sat Feb 03 08:51:47 +0000 2018,0.12,0.88,0.0,390
0.0,Sat Feb 03 08:51:36 +0000 2018,0.0,1.0,0.0,391
0.0516,Sat Feb 03 08:51:36 +0000 2018,0.239,0.507,0.254,392
0.0,Sat Feb 03 08:51:33 +0000 2018,0.0,1.0,0.0,393
0.0,Sat Feb 03 08:51:28 +0000 2018,0.0,1.0,0.0,394
0.0,Sat Feb 03 08:51:27 +0000 2018,0.0,1.0,0.0,395
-0.296,Sat Feb 03 08:51:26 +0000 2018,0.084,0.916,0.0,396
-0.7783,Sat Feb 03 08:51:15 +0000 2018,0.312,0.688,0.0,397
0.3535,Sat Feb 03 08:51:12 +0000 2018,0.0,0.817,0.183,398
0.6597,Sat Feb 03 08:51:09 +0000 2018,0.0,0.803,0.197,399
0.0,Sat Feb 03 08:51:03 +0000 2018,0.0,1.0,0.0,400
0.0772,Sat Feb 03 08:59:25 +0000 2018,0.0,0.915,0.085,401
0.0,Sat Feb 03 08:59:16 +0000 2018,0.0,1.0,0.0,402
0.0,Sat Feb 03 08:59:10 +0000 2018,0.0,1.0,0.0,403
0.0,Sat Feb 03 08:59:01 +0000 2018,0.0,1.0,0.0,404
0.0,Sat Feb 03 08:59:00 +0000 2018,0.0,1.0,0.0,405
0.8481,Sat Feb 03 08:58:52 +0000 2018,0.0,0.494,0.506,406
0.128,Sat Feb 03 08:58:52 +0000 2018,0.119,0.734,0.147,407
-0.8176,Sat Feb 03 08:58:40 +0000 2018,0.405,0.595,0.0,408
0.0,Sat Feb 03 08:58:21 +0000 2018,0.0,1.0,0.0,409
0.128,Sat Feb 03 08:58:17 +0000 2018,0.0,0.889,0.111,410
-0.6369,Sat Feb 03 08:58:14 +0000 2018,0.231,0.769,0.0,411
0.0,Sat Feb 03 08:58:11 +0000 2018,0.0,1.0,0.0,412
0.5106,Sat Feb 03 08:58:07 +0000 2018,0.0,0.87,0.13,413
0.7677,Sat Feb 03 08:58:06 +0000 2018,0.0,0.816,0.184,414
0.0,Sat Feb 03 08:58:03 +0000 2018,0.0,1.0,0.0,415
0.5859,Sat Feb 03 08:58:00 +0000 2018,0.0,0.853,0.147,416
0.6249,Sat Feb 03 08:58:00 +0000 2018,0.0,0.805,0.195,417
-0.3818,Sat Feb 03 08:57:40 +0000 2018,0.098,0.902,0.0,418
0.5859,Sat Feb 03 08:57:31 +0000 2018,0.0,0.853,0.147,419
0.0,Sat Feb 03 08:57:22 +0000 2018,0.0,1.0,0.0,420
-0.5574,Sat Feb 03 08:57:14 +0000 2018,0.184,0.816,0.0,421
0.0,Sat Feb 03 08:57:12 +0000 2018,0.0,1.0,0.0,422
0.0,Sat Feb 03 08:57:07 +0000 2018,0.0,1.0,0.0,423
-0.296,Sat Feb 03 08:56:53 +0000 2018,0.128,0.872,0.0,424
-0.5574,Sat Feb 03 08:56:38 +0000 2018,0.159,0.841,0.0,425
0.0772,Sat Feb 03 08:56:38 +0000 2018,0.0,0.915,0.085,426
-0.3818,Sat Feb 03 08:56:22 +0000 2018,0.098,0.902,0.0,427
-0.296,Sat Feb 03 08:56:16 +0000 2018,0.078,0.922,0.0,428
-0.3612,Sat Feb 03 08:56:03 +0000 2018,0.213,0.627,0.16,429
-0.8155,Sat Feb 03 08:56:01 +0000 2018,0.332,0.668,0.0,430
0.0,Sat Feb 03 08:56:00 +0000 2018,0.0,1.0,0.0,431
0.0,Sat Feb 03 08:55:58 +0000 2018,0.0,1.0,0.0,432
0.0,Sat Feb 03 08:55:57 +0000 2018,0.0,1.0,0.0,433
-0.2732,Sat Feb 03 08:55:50 +0000 2018,0.259,0.741,0.0,434
0.4404,Sat Feb 03 08:55:45 +0000 2018,0.0,0.805,0.195,435
-0.4404,Sat Feb 03 08:55:43 +0000 2018,0.209,0.791,0.0,436
0.636,Sat Feb 03 08:55:39 +0000 2018,0.0,0.417,0.583,437
0.0258,Sat Feb 03 08:55:35 +0000 2018,0.127,0.742,0.131,438
-0.6908,Sat Feb 03 08:55:29 +0000 2018,0.235,0.684,0.081,439
0.0,Sat Feb 03 08:55:20 +0000 2018,0.0,1.0,0.0,440
-0.296,Sat Feb 03 08:55:17 +0000 2018,0.078,0.922,0.0,441
0.0,Sat Feb 03 08:55:17 +0000 2018,0.0,1.0,0.0,442
0.0,Sat Feb 03 08:55:15 +0000 2018,0.0,1.0,0.0,443
0.0,Sat Feb 03 08:55:10 +0000 2018,0.0,1.0,0.0,444
0.0,Sat Feb 03 08:55:08 +0000 2018,0.0,1.0,0.0,445
0.0,Sat Feb 03 08:54:56 +0000 2018,0.0,1.0,0.0,446
0.4939,Sat Feb 03 08:54:34 +0000 2018,0.0,0.652,0.348,447
0.3818,Sat Feb 03 08:54:23 +0000 2018,0.0,0.89,0.11,448
-0.6369,Sat Feb 03 08:54:23 +0000 2018,0.372,0.479,0.149,449
-0.7003,Sat Feb 03 08:54:21 +0000 2018,0.225,0.775,0.0,450
0.0,Sat Feb 03 08:54:21 +0000 2018,0.0,1.0,0.0,451
-0.1779,Sat Feb 03 08:54:21 +0000 2018,0.257,0.585,0.158,452
0.228,Sat Feb 03 08:54:15 +0000 2018,0.158,0.594,0.248,453
-0.296,Sat Feb 03 08:54:09 +0000 2018,0.084,0.916,0.0,454
0.0,Sat Feb 03 08:54:08 +0000 2018,0.0,1.0,0.0,455
0.4019,Sat Feb 03 08:54:02 +0000 2018,0.0,0.856,0.144,456
0.0,Sat Feb 03 08:53:58 +0000 2018,0.0,1.0,0.0,457
0.6696,Sat Feb 03 08:53:52 +0000 2018,0.0,0.728,0.272,458
-0.5267,Sat Feb 03 08:53:51 +0000 2018,0.278,0.722,0.0,459
0.4404,Sat Feb 03 08:53:44 +0000 2018,0.0,0.879,0.121,460
0.0,Sat Feb 03 08:53:41 +0000 2018,0.0,1.0,0.0,461
-0.6115,Sat Feb 03 08:53:34 +0000 2018,0.166,0.834,0.0,462
0.1311,Sat Feb 03 08:53:32 +0000 2018,0.114,0.756,0.13,463
-0.3818,Sat Feb 03 08:53:27 +0000 2018,0.098,0.902,0.0,464
-0.8316,Sat Feb 03 08:53:20 +0000 2018,0.468,0.532,0.0,465
0.25,Sat Feb 03 08:53:18 +0000 2018,0.0,0.9,0.1,466
0.0,Sat Feb 03 08:53:14 +0000 2018,0.0,1.0,0.0,467
0.6597,Sat Feb 03 08:53:13 +0000 2018,0.0,0.803,0.197,468
0.2023,Sat Feb 03 08:53:13 +0000 2018,0.0,0.913,0.087,469
0.0,Sat Feb 03 08:53:09 +0000 2018,0.0,1.0,0.0,470
0.0,Sat Feb 03 08:53:04 +0000 2018,0.0,1.0,0.0,471
-0.296,Sat Feb 03 08:53:01 +0000 2018,0.078,0.922,0.0,472
0.0,Sat Feb 03 08:52:51 +0000 2018,0.0,1.0,0.0,473
-0.6249,Sat Feb 03 08:52:51 +0000 2018,0.317,0.683,0.0,474
0.0,Sat Feb 03 08:52:49 +0000 2018,0.0,1.0,0.0,475
0.0,Sat Feb 03 08:52:46 +0000 2018,0.0,1.0,0.0,476
0.0772,Sat Feb 03 08:52:43 +0000 2018,0.0,0.915,0.085,477
-0.5994,Sat Feb 03 08:52:43 +0000 2018,0.214,0.786,0.0,478
-0.5994,Sat Feb 03 08:52:42 +0000 2018,0.214,0.786,0.0,479
-0.5574,Sat Feb 03 08:52:28 +0000 2018,0.159,0.841,0.0,480
-0.5574,Sat Feb 03 08:52:23 +0000 2018,0.184,0.816,0.0,481
0.0,Sat Feb 03 08:52:17 +0000 2018,0.0,1.0,0.0,482
0.0,Sat Feb 03 08:52:15 +0000 2018,0.0,1.0,0.0,483
0.0,Sat Feb 03 08:52:07 +0000 2018,0.0,1.0,0.0,484
-0.4767,Sat Feb 03 08:52:06 +0000 2018,0.147,0.853,0.0,485
0.0,Sat Feb 03 08:52:02 +0000 2018,0.0,1.0,0.0,486
-0.3818,Sat Feb 03 08:51:55 +0000 2018,0.098,0.902,0.0,487
-0.5994,Sat Feb 03 08:51:51 +0000 2018,0.214,0.786,0.0,488
-0.296,Sat Feb 03 08:51:48 +0000 2018,0.078,0.922,0.0,489
-0.5267,Sat Feb 03 08:51:47 +0000 2018,0.12,0.88,0.0,490
0.0,Sat Feb 03 08:51:36 +0000 2018,0.0,1.0,0.0,491
0.0516,Sat Feb 03 08:51:36 +0000 2018,0.239,0.507,0.254,492
0.0,Sat Feb 03 08:51:33 +0000 2018,0.0,1.0,0.0,493
0.0,Sat Feb 03 08:51:28 +0000 2018,0.0,1.0,0.0,494
0.0,Sat Feb 03 08:51:27 +0000 2018,0.0,1.0,0.0,495
-0.296,Sat Feb 03 08:51:26 +0000 2018,0.084,0.916,0.0,496
-0.7783,Sat Feb 03 08:51:15 +0000 2018,0.312,0.688,0.0,497
0.3535,Sat Feb 03 08:51:12 +0000 2018,0.0,0.817,0.183,498
0.6597,Sat Feb 03 08:51:09 +0000 2018,0.0,0.803,0.197,499
0.0,Sat Feb 03 08:51:03 +0000 2018,0.0,1.0,0.0,500
